   1    1        0.000000000       0.012005729       0.000004902
   1    2        0.000000000       0.022566322       0.000016142
   1    3        0.000000000       0.011503426       0.000034243
   1    4        0.000000000       0.085193011       0.000591613
   1    5        0.000000000       0.058110794       0.000146234
   1    6        0.000000000       0.067864703       0.001514437
   1    7        0.000000000       0.045615912       0.007776704
   1    8        0.000000000       0.045576177       0.006344261
   1    9        0.000000000       0.047186319       0.003456920
   1   10        0.000000000       0.068587367       0.000402621
   1   11        0.000000000       0.100088194       0.018946577
   1   12        0.000000000       0.099788609       0.016099520
   1   13        0.000000000       0.187683705       0.023468917
   1   14        0.000000000       0.026814275       0.002947661
   1   15        0.000000000       0.026895583       0.000584652
   1   16        0.000000000       0.010331866       0.000182797
   1   17        0.000000000       0.111982076       0.004344044
   1   18        0.000000000       0.170171543       0.011015462
   1   19        0.000000000       0.362150242       0.066818650
   1   20        0.000000000       0.368382180       0.081247065
   1   21        0.000000000       0.066332251       0.012819286
   1   22        0.000000000       0.066404865       0.003067906
   1   23        0.000000000       0.036277966       0.001012046
   1   24        0.000000000       0.130352408       0.036337925
   1   25        0.000000000       0.130095671       0.011311411
   1   26        0.000000000       0.082096405       0.004361499
   1   27        0.000000000       0.017500290       0.001513716
   1   28        0.000000000       0.009103499       0.000867416
   1   29        0.000000000       0.009281999       0.000320464
   1   30        0.000000000       0.479940373       0.060606511
   1   31        0.000000000       0.782946963       0.093675498
   1   32        0.000000000       0.806390379       0.090127718
   1   33        0.000000000       0.042298474       0.004418401
   1   34        0.000000000       0.028300221       0.002428587
   1   35        0.000000000       0.030537099       0.000956417
   1   36        0.000000000       0.093455552       0.012515032
   1   37        0.000000000       0.070963325       0.006252556
   1   38        0.000000000       1.086978656       0.257419086
   1   39        0.000000000       0.184561305       0.034477905
   1   40        0.000000000       0.158599682       0.015199851
   1   41        0.000000000       0.209735479       0.006666773
   1   42        0.000000000       0.347390839       0.102145036
   1   43        0.000000000       0.356675275       0.044024409
   1   44        0.000000000       0.443324824       0.020712665
